,Title,Link,Content
111,Set as Startup object,"https://wiki.genexus.com//commwiki/wiki?5394,Setting+an+Object+as+Startup+Object","There are two ways to set a Main Object as the Startup Object. To do so, you can:
1) Right-click on the desired object to open the context menu and select the Set As Startup Object option:

2) Go to the Preferences window and set the Startup Object property at the environment level.

Select the object you want to start running when F5 is pressed.
Note:  If you select an object that is not Main yet, GeneXus will automatically set its Main Object property to True.
See Also
Startup Object
Unsetting a Startup Object
"
112,Create Database Tables,"https://wiki.genexus.com//commwiki/wiki?7158,Create+Database+Tables","Provides an Impact Analysis Report. If the user confirms the reorganization, it generates the creation programs for the database and automatically executes them, thus creating the empty structure of the database, based on the Environment properties set in the Preferences panel from the Knowledge Base Navigator.
See also
Impact Analysis
Database Creation Report
Environments







"
113,Impact Database Tables,"https://wiki.genexus.com//commwiki/wiki?11088,Impact+Database+Tables","Performs an Impact Analysis of the current environment. An Impact Analysis Report will be displayed. This option is available under Build>Impact Database Tables.





"
114,Data View object,"https://wiki.genexus.com//commwiki/wiki?1914,Category%3AData+View+object","Defines all the information related to an external table to access it like any other table created by GeneXus.
As you all know, upon defining Transaction objects, tables are created in the database that is associated with an Environment. In some cases, you may need to work with existing tables that are not included in our data model, and which are called ""external tables."" They may belong to another model or version, or they may not be created by GeneXus.
Even though GeneXus cannot reorganize these tables, it can query them and make additions, deletions, and changes.
There are two ways to work with an external table: with an associated Transaction to make additions, deletions, and changes to this table, or without an associated Transaction. In this case, these operations can only be made through Procedure objects, and not with the usual commands but with others. The most common reasons for which Data Views are defined without an associated Transaction are when it's necessary to access an external table that has no indexes, or when it's necessary to access external tables, only once, just to define load processes (that is, batch processes that run through external tables and load tables of the Environment). Clearly, in these cases, it's not necessary to have interactive access to the external tables, but only through batch load processes; and lastly, another reason to do so is when you don't need this file to participate in the data model normalization.
Note
Data Views do not necessarily handle a table that belongs to a database; even though it happens most of the time, it can also be a text file or another type of file.
"
115,Database Reverse Engineering Wizard,"https://wiki.genexus.com//commwiki/wiki?6627,Database+Reverse+Engineering+Wizard","As you may already know, GeneXus allows you to apply a Database Reverse Engineering process, making your GeneXus application able to access data stores defined in other databases.
But how and where do you define this process?  By using the Database Reverse Engineering tool (DBRET).
In order to start this tool, follow the steps shown below:

Database Reverse Engineering Wizard: Step by Step
The Database Reverse Engineering process is completely defined by a three step wizard.  Let's go through those steps with a simple example.
Suppose you have an Agency KB (Airlines, Flights, etc.), and you want your application to access some tables (Customers and Countries) in another database. This database has the following tables:

1. Start Options
Once you have selected the Database Reverse Engineering option (see image above), you will reach the first step window, where all the necessary information to connect to the external database is requested.
In this dialog, all connection information to access the DBMS must be filled out, such as DBMS, connection method, database name, user and password.

Once this step is completed, all information about tables, indexes and relationships between tables is retrieved from the DBMS and saved in a metadata file.
2. Database Objects Selection
In this step you must select the tables you want to consolidate in this instance.
Use the ""Add Related"" button to automatically add all referenced tables (N-1 relations) to those already selected.
The ""Save Selection"" button enables you to save all selected tables to be easily retrieved in a further execution through the ""Load Selection"" button.

Following the example, if you select the Customer table and then press the Add Related button, you will be selecting Customer table and Country table, as it is shown in the image below:

After this step, the Reverse Engineering Process itself takes place, where the DBRET (Database Reverse Engineering tool)  evaluates all relationships between selected tables and defines the necessary GeneXus objects.
3. Reverse Engineering Report
In this step you will see three tags:
Report
Settings
Rules
Report
This report shows all defined objects created during the reverse engineering process and, if it finds any problems, the corresponding warning will be displayed.
These are some special warnings that could appear:
""<Attribute> is a FK to <Table> but it's not selected."" In this case there is an option -Add Table- to select this table and automatically reprocess the objects.
""The table doesn't have a primary key."" When the external table doesn't have a primary key, the DBRET creates a Data View but not the Transaction. If you want to create it anyway, select some table's attributes as a primary key by means of the
	 ""Choose Primary Key"" link.
""The attribute <Attribute> is auto number and was chosen as primary key."" This warning appears when the table does not have a primary key but contains an auto numbered attribute.
""The type <data_type> is not supported."" This message is triggered when the table contains an attribute with a data type that cannot be automatically matched with GeneXus ones. Use the ""Change Type"" option to select one of the GeneXus data types that adjusts best.
You can change some settings or define new rules in this step before finishing (reprocessing could be performed).
Now analyze the Settings and Rules options:
Settings
As you may see in the image below, the group of settings is:

Generate Transactions:

True:  A Transaction will be generated with the structure of each table to be imported.
False: Only Data View will be consolidated.


Identify Multilevel Transactions:

False: By default each table to be imported will define a Transaction and different Data View. The generated transactions will then be of only one level.
True: Certain subordination patterns are looked for to define transactions of more than one level. For example, if there is a table for OrderSalesHeader and another for OrderSalesLines, only one Transaction will be created with the two levels.


Generate Schema: When this option is True, the table schema information is stored in the data view schema property.
Naming Rule:

Prefix only when needed:  Based on the referential integrity definition in the database, the tool automatically prefixes those attributes that need to be changed to avoid conflict and preserve the tables relations based on URA. This is the default option.
Prefix always: Always prefixes attributes with the table name and defines the corresponding subtypes groups to preserve tables relationships.
Same name-same thing: This option applies to databases created with GeneXus or others based on URA definition. If two tables have the same attribute but no referential integrity control is defined between them, they will be considered as related tables.


Names separator:  If an attribute needs to be prefixed with the table name, this separator will be used.
Datastore: By default, all Data Views will belong to the default data store. With this property you can choose another data store or define a new one.
Folder: Specify the folder name where the new objects will be consolidating in the GeneXus KB.
Use Database description:

True:  The attributes description will be loaded from the database to set the ""Description Attribute"" property.
False: The attribute's description will be the same as the attribute's name.


Generate Views as Transactions:  Activating this property the user will be able to select a ""key"" attribute for the View in order to create a Transaction object associated with it.
Backup model before consolidate:  If it is activated, a model backup is created before the consolidation takes place.
Maximum length of table prefix1: In some cases DBRET could prefix the attributes with their table's name (see Naming Rule above). With this property you can set the maximum length to be considered for the prefix. (Default: 200)
Apply replace rules to attributes prefix1: True | False (default: False). In some cases DBRET could prefix the attributes with their table's name (see Naming Rule above). With this property you can change the scope of 'Raplace Rules' to be applied after the attributes were prefixed (True) and not before (False).
	Use this property with caution, as the name of the renamed attribute might match to an existing one ( DBRET only controls the uniqueness of the name when it applies the prefix).
Note: 1 These properties are available since GeneXus 15 Upgrade 5.
Rules
There are four types of rules:
Rename
Replace
Change Type
Add Relation
For the first three rules you have to specify the old information, the new information and the scope.

Once the rule is defined, you have to press the ""Add Rule"" button to add it to the rules list. The rules will be automatically applied when you back to the Report tab dialog.
Rename:  Rename everything referred to a Table, Attribute or Index ""Name"" with the ""New name."" The rule will be applied only for the ""Object type"" scope. If the Table Name scope is specified, the rule only applies to this table.
Replace:  Replace all the occurrences of the string ""To replace"" with ""Replace with"" in the names of ""Object type"" scope. If the ""Table name"" parameter is specified, the rule only applies to this table. Besides, if the ""Object Name"" parameter is specified, the rule only applies to this table/index or table/attribute.  If the property 'Apply replace rules to attributes prefix' is True, then this rules applies for those prefix.
Change Type: This rule allows changing the attribute data type. With the ""Table name"" and ""Attribute name"" parameters you specify the scope of the rule.
Add Relation:  Use this rule to establish a relationship between two tables that DBRET could not determine. This information will be taken to create the Knowledge Base model (it does not affect the real database).
In the example, you want to rename any ""Customer"" sequence as ""FlightCustomer."" So, define the corresponding Rename rule, as you may see:

Save / Load Rules:  Use the Save and Load button to backup or retrieve previously saved rules.
And that's all!! You've reached the end of the Database Reverse Engineering Wizard. Press the Finish button. What happened afterwards in the example? Look and compare both Folder View images below.
In the first one, you can see the original objects in the Agency KB.  In the other one you see the same Agency KB but with some more GeneXus objects automatically created to represent the corresponding schema. Note that as a result of the Rename rule applied, there are no ""Customer"" objects,  but ""FlightCustomer"" objects:
FlightCustomer Transaction
Country Transaction
FlightCustomer Data View
Country Data View
Country table
FlightCustomer table
See also
Reverse Engineering Process
Reverse Engineering Checkings when executed integrated to GeneXus



"
116,External classes,"https://wiki.genexus.com//commwiki/wiki?5669,Category%3AExternal+object","Defines the programming interface for an external resource from the Knowledge Base as if it were just another object.
The external resources can be native classes of the language, assemblies (.dll) if they are developed in .NET, or classes (.class) in the case of Java. Also, they can be Enterprise Java Beans (EJB), Stored Procedures (SP), or Web Services (WS).
Creation
You can create an EO manually from the New Object dialog, indicating each property/method, or you can use a Wizard/Inspector to make your work easier.
The properties and/or Wizards that you can use to create the EOs vary based on the type of EO. The types of EOs are the following:
Stored Procedure
Native Object (assemblies and/or classes)
WSDL (Web Service)
Java Session Beans
To create an EO through Wizards/Inspectors, under the Tools/Application Integration menu you have the following options:
.Net Assembly Import Wizard
Java Class Import Wizard
WSDL Import Wizard
Use
Once an EO has been defined based on the properties related to the external resource you wish to use, the EO will be available just like any other type of data in the Knowledge Base, and you can use it from any of the objects you have. This is done in the same way as with any extended data type: by defining a variable of that type and then calling the methods and/or setting the properties you need.
Note
External objects aren't intended for the following cases:
To interact with external Data (data on tables maintained by other applications), use Data Views. That is, create a Data View object or let the Database Reverse Engineering Tool do the work for you.
To interact with external Javascript, take a look at External Objects for Javascript.
"
117,Rest web services in GeneXus,"https://wiki.genexus.com//commwiki/wiki?28213,Table+of+contents%3ARest+web+services+in+GeneXus","GeneXus has the ability to automatically create REST Web Services using API objects (and also, for compatibility reasons, it is possible to configure Transactions that are Business Component (BCs) as Rest Web Services, configure Data Providers as Rest Web Services and configure Procedures as Rest Web Services).
By setting the necessary configuration, the data that encapsulates the API, Business Component, Data Provider or Procedure may be accessed through the web as a REST service using the HTTP protocol.
A Rest application requires a different approach than a remote procedure-based application.
In Rest, the focus is placed on a wide range of resources; for instance, a Rest application could define resources such as products, clients, purchase orders, etc.
So, the process to design an application like this would be to identify each one of its resources: remember that each resource has its own URI.
A URI for the products and a URI for each product
A URI for the Purchase Orders and a URI for each one.
etc
Consider the methods that you need to implement. For example, to let end users access the list of products - GET, to access each product (GET), to insert a purchase order (POST) or to update an order (PUT). Check this article: REST Protocol considerations for more considerations to take into account when designing your API.
Besides, take into account the parameter types, it is recommended to use basic data types (scalar types such as numeric, string, date, GUID) when using the GET and DELETE verbs, because they will use the URL queryString to transfer it; the Output does not have this restriction.
In GeneXus, developing and/or consuming a Rest service is an easy task.
As you'll see in the following articles, a Rest service is generated by setting just an object property, and the specification document of this service is generated automatically.
With respect to consuming a Rest service (it can be generated by GeneXus or not), GeneXus provides the OpenAPI import tool."
118,Artificial Intelligence,"https://wiki.genexus.com//commwiki/wiki?40167,Table+of+contents%3AGeneXus+Cognitive+API","GeneXus provides capabilities to easily integrate cognitive services into your system. You do not have to be an expert on such a discipline or know how it works. You just set a few parameters, give your data as input and take the result.
Among the main task offered by GeneXus are image classification, facial recognition, audio transcription, text analysis, etc. Also, you can combine all these simple tasks for building sophisticated systems with a great look.
Some examples of what you could achieve.
Image processing

Audio processing 



""The first question that comes up is: What is GeneXus? GeneXus is a tool that automatically generates software programs such as applications for the Web, and Smart Devices, always at the forefront of technological evolution.""

       



Speaking...





 


Speaking...
0:00
Check GeneXusAI Module Overview article for further information and start developing."
119,Payment services,"https://wiki.genexus.com//commwiki/wiki?50600,APIs+to+integrate+with+payment+methods","This article lists the different APIs available in GeneXus to integrate your applications with different payment services providers.
GeneXus SDK for Mercado Pago
GeneXus SDK for PayPal
GeneXus SDK for Stripe
WeChat Pay API
Alipay API
Note:  These APIs are typically developed with GeneXus, using integration and extensibility capabilities to.
See Also
Rest web services in GeneXus

OpenAPI import tool


External Object: Native Object

"
120,Knowledge Manager,"https://wiki.genexus.com//commwiki/wiki?5679,Category%3AKnowledge+Manager+Menu","






The Knowledge Manager is a GeneXus component that is in charge of interchanging objects among Knowledge Bases.

The process of extracting a set of objects is known as Export, and the process of importing them in another Knowledge Base is known as Import. When you export, an XPZ is created, which is later read when you import.
In addition to the process of importing and exporting objects, you can use the Manage Module References option to install a module provided by other developers. For more information, check: Manage Module References article.
See Also
Knowledge Manager Export
Knowledge Manager Import
Knowledge Manager Team Development
View Last Import Log
"
121,Export,"https://wiki.genexus.com//commwiki/wiki?3942,Knowledge+Manager+Export","Knowledge Manager Export provides a mechanism for sharing Knowledge Base information among other GeneXus developers.

You can export one or more objects from a Knowledge Base. Some options are available to help you with this task. By default, all objects are exported (the Export All checkbox is checked). You may export, however, only a few of them (Add button) and also add those objects referenced by the ones you select (References button).
If you select the Options link, you are able to modify some options in the Properties window, by the following:
Include untranslated messages. Include the untranslated messages in the distribution file, by default these messages are not included.
Include GeneXus messages. Include the GeneXus messages in the language object, by default these messages are not included.
References Type. This option is used when: Including objects through the Select Object dialog box (the selected objects' references are calculated), dragging and dropping an object into the dialog box (the dragged objects' references are calculated); and when pressing the references button (references are calculated for all the objects in the tree).
	
None - Does not include any reference.
Minimal (default) - Includes references of the object needed to be imported into an empty KB. Includes references to attributes, domains and SDTs referenced by objects; in the case of transactions, table is included.
All - Brings all referenced objects.
Hard - It includes only hard references from the selected objects. The idea is to leave out weak references (a typical case, to prevent the master page from being included in the list when it is associated to a selected object by default, inheriting the property from the KB). Some examples of hard references are when an object is called from another object or when two objects are related through a NO default property.


Dependency Type. export related objects  which are referenced by or references to:
	
ReferencesTo - exports objects the selected one references. For example; if object A calls B; the ReferencedTo option adds the B Object when exporting A.
ReferencedBy - exports object referenced by the selected objects. For example; if object A calls B; the ReferencedTo option adds the A Object when exporting B.
Tip: use the Object References dialog to navigate object dependencies.
Export with selected objects: Push Add button, then select objects from Select Objects dialog window.

If you need to add objects referenced by those you selected push the Reference button.









"
122,Import,"https://wiki.genexus.com//commwiki/wiki?3179,Knowledge+Manager+Import","The import process in GeneXus is intended for knowledge-sharing among developers. You import what someone else (or yourself) exported. Changes made to your application by other team members, new developments that need to be included in your application, and existing ""application blocks"" (see GXopen) are only a few examples of Knowledge Manager Import uses.
The Knowledge Manager Import dialog allows you to:
Select and load an export file to import.
See the objects in the export file.
Select the objects you want to import.
Automatically convert export files from older GeneXus versions and save the converted export file. This conversion is made when a previous version export file is loaded and a message appears telling you that this conversion has been made.
Filter results by import result (i.e., objects with errors, warnings or OK messages).
Specify import options.

The Import process updates the Output window with relevant process status, warnings and errors.
Note that, while importing, Full Text Search indexing is paused (if not already). Once the import process ends, indexing resumes.
Note
When the Automatic Backup option is set to Yes, a Frozen Version is created in the Knowledge Base with the backup remaining visible in the KnowledgeBase Versions tool window.
Videos
Exporting and Importing GeneXus Objects
"
123,Team Development,"https://wiki.genexus.com//commwiki/wiki?31337,Table+of+contents%3AGeneXus+Server","GeneXus Server is a product designed to facilitate the teamwork of developers. It offers simple, powerful and efficient solutions to the problems faced daily by teams of developers, such as:
Synchronization: between different developers. GeneXus Server guarantees that developers will be working with the latest version of the project and always aware of its current status.
History: each object in a Knowledge Base has a revision history of its own (Activity Log). This is shown when changes are made to an object, allowing the selection of a previous revision as the current one.
Revert changes: tired of not knowing how to revert changes when something went wrong? GeneXus Server solves this with just one click on the Revert option.
GeneXus Server automates knowledge integration while strongly improving the capacity of teamwork with GeneXus.
A Knowledge Base administered by GeneXus Server enables authorized developers to send and receive modifications from the Server Knowledge Base, while centralizing business knowledge and integrating the development team.
This is possible regardless of whether team members are scattered around the world or all together at one location.

Each Developer, works individually on his/her own local Knowledge Base, independently from the rest, but synchronized with them through the GeneXus Server Knowledge Base. When the developer's work is done or must be backed up, it is sent to the Server, and this provides developers with an automatic detailed History of all changes made in every object, with the name of those responsible for each change, and the possibility of reverting the current revision of an object back to an older revision.
Download
GeneXus Server may be downloaded from here
Give it a try!
Try GeneXus Server:
Sandbox GeneXus Server: http://sandbox.genexusserver.com/
Access other plans on the cloud (http://gxserver.com/en/plans) or get a local installation (http://gxserver.com/en/main/local-gxserver)
Videos
GeneXus Server. Introduction"
124,Explore remote KB,"https://wiki.genexus.com//commwiki/wiki?42133,Explore+and+Integrate+Knowledge+from+Remote+Knowledge+Bases","This feature enables you to explore remote Knowledge Bases from within the GeneXus IDE. It is a practical way to view, copy, and integrate content from remote KBs into the KB that is opened in GeneXus.
Note:  To be able to explore and integrate from a remote KB, the latter must be hosted in a GeneXus Server.
How to Explore Remote Knowledge Bases
To explore a remote Knowledge Base, go to the Knowledge Manager menu, and select Explore Remote Knowledge Base

A new dialog will open that lists all the registered GXservers and the hosted KBs for each GXserver. Select the Knowledge base you want to explore and click on the 'Select' button.



This will open a new dialog that shows the KB and version that is being explored, as well as a Remote KB Explorer which lists the contents of the KB; in the same way, the GeneXus KB Explorer lists all objects in the opened KB.
You can change the KB being explored by clicking on the button next to the KB Name.
You can change the version being explored by changing the value of the combo box next to the Version label.

From this dialog, you can access the entire content of Explore Knowledge Base, remotely. This is similar to the way you can explore a local KB in GeneXus, except that in this case the KB being explored is hosted in GXserver. To open an object, double-click on it, in the same way you would do in the KB Explorer.


After double-clicking an object, GeneXus will contact GXserver to retrieve the contents of the remote object. While this operation is in progress, a loader icon is displayed in the window. Once the object has been correctly retrieved, it is automatically opened in GeneXus editor:


From this editor, you can explore the remote object in the same way you would explore any object in your local Knowledge Base. You can see its properties, code, variables, and even copy any code or controls you want into your own Knowledge Base, directly, without having to create the KB from GXserver at any time. You can also reposition the object location in the Remote KB Explorer, from the object menu by right-clicking on the object tab and selecting 'Locate in Remote KB Explorer.'

Now suppose you would like to integrate some of the contents of a remote Knowledge Base into your opened KB. In this case, you would most likely want to bring a set of objects, maybe all objects contained in a specific module. To be able to perform this task in a really practical way, the Remote Explorer has a set of selected objects that can be imported at any time.
Click an object from the Remote KB explorer and select one of the two options for marking the object as selected:


In this case, we added all of the objects present in the Alipay module to the selected object list. Selected objects can be listed grouped by type or individually.


When all the selected objects you want are in the list, you can integrate these objects by clicking on the downright button 'Import in Local KB'



This will contact GXserver and retrieve all the objects and their contents, and launch an import operation from the import dialog.



Availability
This feature is available since GeneXus 17 upgrade 3.

"
125,Manage Module References,"https://wiki.genexus.com//commwiki/wiki?40172,Manage+Module+References","Manage Module References is another option (together with Knowledge Manager Import) for knowledge sharing among developers. You can install a module provided by other developers that have packaged their funcionalities for distribution.
The Manage Module References dialog allows you to:
Look for external modules on servers (including your local machine).
Install, Update, or Restore a module in the Knowledge Base.
Get information about the module, including its version, author, description, license, platforms available, etc.

The Install/Update process displays the relevant process status, warnings, and errors in the Output window. Make sure it is open to see the information.
Module Installation
GeneXus uses the Maven repository for managing and downloading modules from its Global Matrix. However, when defining your own repository, you can choose between Maven and NuGet for module management and downloading. To do so, you must configure the repository as a Module Server and specify whether it is a Nexus - NuGet or Nexus - Maven repository. This way, GeneXus will use the selected repository to manage the modules and their dependencies.
Maven
Maven is widely used and allows for dependency management, which simplifies the installation and update of modules in GeneXus.
To use Maven as a module server, you must have Maven installed. You can download it from the official Maven site.
NuGet
NuGet is presented as a recommended alternative, as it automatically manages dependencies.
When using NuGet, if a module A depends on another module B, it is not necessary to have module B previously installed. GeneXus, in conjunction with NuGet, automatically installs the required dependencies before installing the main module. This approach significantly simplifies the process of installing and updating modules, especially when working with a considerable number of modules and their respective dependencies.
Make sure you have NuGet installed by looking for the ""nuget.exe"" file in %userprofile%\.gxmodules\.tools. If you cannot find it, you can download it from the official NuGet site.
Troubleshooting
Symptom: When Installing, ""pmm0037: Maven installation not found.""
error: Error downloading module '<module>' from 'Global Matrix' (internal error: 'pmm0037: Maven installation not found. Please, add Maven installation 'bin' path to environment variable 'PATH'.').
Reason: GeneXus requires Maven 3.6.1 or higher for installing modules from a Nexus Modules Server.
Solution: You must update Maven.
Symptom: Error accessing Global Matrix through Maven.
error: Error downloading module '<module>' from 'Global Matrix' (internal error: 'Object reference not set to an instance of an object.').
In gxlogging.log you can see the following error:
PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target
Reason: The error occurs due to a change in the certificate of the Matrix site you are trying to access through Maven in GeneXus. The error message indicates that a valid certification path to the requested target could not be found, preventing the artifacts from being transferred correctly.
Solution: To solve the problem, it is necessary to update the JDK or manually update the certificate in the Java version of the development machine so that the new certificate used by the Matrix server is recognized. This will allow you to establish a secure connection and resolve the error. More information is available at SAC #52914.
See Also
When and how is the GeneXus module updated in a KB?
"
126,View Last Import Log,"https://wiki.genexus.com//commwiki/wiki?9574,View+Last+Import+Log","A report that informs you on the outcome of the Import process after the implicit verifications have been performed.

The Log's buttons footer displays the total number of new objects, warnings objects and objects with errors that were detected during consolidation. The left pane displays the list of consolidated objects, including their names and descriptions.
See Also
Knowledge Manager Import









"
127,Environments,"https://wiki.genexus.com//commwiki/wiki?7115,Category%3AEnvironments","One of the benefits of using GeneXus is that it makes possible the generation of applications running on many different platforms (from a Web interface, a watch, cell phone, tablet or TV, to cloud server farms). It generates code in different programming languages and stores the application data in different databases.
An Environment allows you to set and store all the information related to a certain implementation of your application, for example: the generators you want to use to generate the Back end of your application, the generators to be used to generate the Front end, the database information, etc.
When creating a Knowledge Base, a default Environment is created.
The ""New Knowledge Base"" dialog —in addition to asking you for the Knowledge Base name and path— it requests you to select the programming language to be used to generate the code corresponding to the application Back end, as well as the programs to create/modify the database structure (called Reorganization programs). The rest of the Environment information must be configured through its properties.

So, after the Knowledge Base creation, you can verify the default Environment is created by selecting the Preferences tab located next to the KB Explorer tab:

The default Environment name (i.e. "".NET Environment"", ""Java Environment"", etc.) can be changed by editing the Name property. In the same way, if you want to change the programming language, you can modify the Language property. And so you can set the different Environment properties.
An Environment is made up of the following nodes:
Back end: It refers to everything related to the application server, the accesses to the database, and the services.  
Front end: It refers to everything related to the UI (what is shown and used to interact) and connects with the Back end. So, the resources to generate (and set) these are .NET, Java, Angular, Android, Apple. 
Deployment: It refers to the Deployment Unit objects defined in the KB Version.
1. Back end
The Back end node defines:
The programming language(s) that will be used to generate the code corresponding to the application Back end as well as the programs to create/modify the database structure. There is a Default language (in the shown example is .NET given that it was selected at the Knowledge Base creation time) and it is possible to define more generators for specific scenarios. Learn more about GeneXus Generators.
The Default Data Store to set the information to access to the database associated with your generated application. It is also possible to create other Data Stores to read external databases.
The Services node, whose properties allow you to configure the handling of services, storage settings, notifications, etc.
2. Front end
It shows the generators available to generate the Front end of the application so that you can configure their properties. By default, the generators shown are: .NET, Android, and Apple. You can add the Angular generator by setting the Front end Generate Angular property to Yes.
3. Deployment
This node allows you to define different Deployment Unit objects.
Working with several Environments
Each Environment stores the details corresponding to a specific application implementation.
To define a new Environment, being positioned on the KB Version node or on the Default Environment node, right-click and select ""New Environment"". The New Environment dialog will be opened.
Only one Environment can be active at a time, which means that will be the one used to generate the application, reorganize the database, and run when pressing F5.
The one active by default is the Default Environment.
To get an Environment ""active"", right-click on its name (over the root node of the environment tree) and click on ""Set As Current Environment"". When it becomes active, the name of the Environment is highlighted with bold case and the icon next to the name shows an orange arrow (i.e. ""PLAY"" symbol) to indicate that that Environment will be the one used.
An inactive Environment is indicated with its name case not bold that shows that the Environment will not be used in generating, nor in connecting to a database.
Considerations
When changing Environment properties usually a Rebuild All is needed, for more details check Applying property changes.
"
128,Knowledge Base Versions,"https://wiki.genexus.com//commwiki/wiki?5680,Category%3AKnowledge+Base+Versions","An application life cycle has several milestones called Versions in GeneXus. A Version holds the status of an application at any given time. It may be a read-only version holding a ""photo"" of the application at any important time during development. Common names for read-only versions are: Sent to QA, Version 1.0 final, Version 2 as installed in customer X. Versions may also represent separate development threads, sample version names in this case may be, for example: Fixes to QA version, Upgrades to Version 1.0 final,  Hot fixes to Version 2 as installed in customer X.
Having versions of an application in a Knowledge Base targets the following scenarios:
Separating development threads.
Being able to continue application development while fixing another version (s) without disrupting each other.
Analyzing changes between application versions
Easily comparing versions, moving changes from one to another, etc.
Restoring to a previously known state
Versions can be used to make a backup of your applications before making ""what if"" changes.
Basic application customization
Even though versions are not the ideal method for customization, they can be used for this purpose in some situations.
A typical development process
Every new Knowledge Base has a default development version. Opening the Knowledge Base Versions tool window shows this default version, which has the name of the Knowledge Base. Development starts on this version, and it continues until you decide that the desired level of functionality and stability has been reached, and it's time to release your work to customers.

At release time, it is a good idea to make a copy of your application as it is released. This is called ""Freezing"" a version and the result is a Frozen version. Right clicking on the default version node shows the Freeze option. Selecting the Freeze option prompts you for the name and description that will be assigned to the new Frozen version. Default values are good enough at this time, so let GeneXus create your new Frozen version, ""Version 1"".

Having created a frozen version, you can switch between them (right click on any of them and set it to Active) and perform the following actions:
Continue application development on the next release
See exactly what was released as of ""Version 1""
Compare both versions
Fixing the ""Version 1"" version
The ""Version 1"" version is a Frozen version. It cannot be changed. If you need to fix it, you must create a new version. Right click on ""Version 1"" and select the New Version option. Leave the default names and description and create the new version. The new version ""Upgrades for Version 1"" is an exact copy of what was released on ""Version 1"".

Now the diagram shows three versions, one of them is Frozen. Set the ""Upgrades for Version 1"" to active (Set as Active on context menu). From then on, any change you make in objects, or any objects created or removed will go to ""Upgrades for Version 1"". Other versions will not be affected.

When you've made all the fixes to ""Upgrades for Version 1"", it's time to release. Once again, select the Freeze option on ""Upgrades for Version 1"" in the context menu. Leave the default names for the new Frozen version.

At this time you are able to:
Continue application development on the next release
See exactly what was released as of ""Version 1""
Regenerate the application as of ""Version 1""
Continue adding fixes to ""Version 1"" (changing ""Upgrades to Version 1"")
See exactly what was released as of ""Version 1.1"" (fixes for ""Version 1"")
Regenerate the application as of ""Version 1.1""
Compare any versions
Various fix sets for ""Version 1"" version
While not desirable, sometimes it is necessary to create a separate development thread just to make specific fixes. The most common example is having two customers experiencing different problems. When the first problem arises, you create the ""Upgrades for Version 1"" version and fix it as described above. Later, the second problem arises in a different customer. This customer accepts the fix to his or her problem, and nothing but that fix (i.e. you cannot fix the problem in ""Upgrades for Version 1"" as it already has another fix). The solution to this is to create a new version from ""Version 1"" (select New Version from the ""Version 1"" context menu) and fix the new problem in this version.

Note the horizontal line starting on ""Version 1"" and linked to ""Upgrades for Version 1"" and ""Upgrades 2 for Version 1""). It states that both versions share a common starting point (""Version 1"").
Continue application development
After an application is released, work usually begins on a new version. The most common tasks are adding new features, making major changes, and introducing fixes to existing versions. The new version is not started from scratch, so: where are these changes made? In what version? They are made in the default development version, the one at the top (root) of the Knowledge Base Versions Diagram.
The development cycle continues until your application is ready to be released again. To create a new Frozen version, select the Freeze context menu option of the root node and leave the default names.

By now you should've already realized how the cycle works: develop -> freeze -> develop -> freeze ... This cycle applies to any Development Version.
Reading the Knowledge Base Versions Diagram
The Knowledge Base Versions Diagram shows the version hierarchy. Each vertical line is a timeline representing a development thread. Earlier versions in each thread are closer to the top of each vertical line. A horizontal line connects versions sharing a common parent Frozen version.
Frozen versions are displayed as light-brown filled rectangles connected to a vertical line. At the top of this line there is always a Development Version.
Development versions are displayed as rounded rectangles connected to one Frozen version. Many Development versions can be connected to a single Frozen one meaning they all share a common source base.

Version naming convention
Versions can have any name you choose, as long as they are not duplicated. Usually, Frozen version have numbers (1, 2, 3, 1.1, 3.2, etc.) and Development ones are named (code name like Yi, Rocha, Solis, etc.).
Frequently Asked Questions
How do I know what version I'm working on?
The current version is displayed in the Preferences and in the Folder View tool windows as shown in the following image.

Comparison with previous GeneXus versions
This section is for GeneXus users that are used to working on versions prior to GeneXus X. The concept of Knowledge Base is a bit different in this version.
Each GeneXus X Version should be considered a Knowledge Base in prior GeneXus versions. A GeneXus X Knowledge Base is, therefore, a set of Knowledge Bases of prior GeneXus versions. A couple of examples may help you understand the concept:
If you want to
GeneXus X
Prior GeneXus versions


Create a copy of your application at a given milestone. For example, at release time
Freeze a version
Copy Knowledge Base directory to a new one


Continue development for the next version
Set the default development version as active
Open the development Knowledge Base


Fix a released application
Create a (development) Version from the corresponding Frozen one and set it as active
Copy the previous backup directory to a new one


Make a new, separate fix, for released application
Create another (development) Version from the corresponding Frozen one and set it as active
Copy the previous backup directory to a new one

See Also
Version Properties
Version Management and Work Methodology with GeneXus Server



"
